festival_id,name,description,address,lang
461,Festival Internacional de Folclore - Roccalumera,"Una cita con bailes y voces del mundo que no debe perderse, un festival de sonidos y colores para fortalecer los lazos de amistad entre las personas en un abrazo ideal de la hermandad y romper todas las barreras que representan un momento importante de unión.
La articulación del evento se formula de tal manera que permita la mayor participación del público, de hecho, los espectáculos, en su mayoría la noche, se llevan a cabo para hacer que la estadía de los turistas en nuestro Ionianriviera sea lo más agradable posible,además de favorecer desde el punto de vista turístico, cultural y social de la vista iónica de la provincia de Messina, con una audiencia muy grande durante los espectáculos que es el único evento histórico de la naturaleza folclórica internacional que está presente en el programa de verano deLos eventos de Roccalumera.","Via Umberto I°, 555",2
461,Festival international des folclores - Roccalumera,"Un rendez-vous avec des danses et des voix du monde à ne pas manquer, un festival de sons et de couleurs pour renforcer les liens de l'amitié entre les peuples dans une étreinte idéale de la fraternité et pour briser toutes les barrières représentant un moment important d'union.
L'articulation de l'événement est formulée de manière à permettre la plus large participation du public, en fait, les spectacles, principalement le soir, sont réalisés afin de rendre le séjour des touristes dans notre Ionianriviera aussi agréable que possible,ainsi que de favoriser le point de vue touristique, culturel et social toute la bande ionienne de la province de Messine, avec un très large public pendant les spectacles étant le seul événement historique de la nature folkloristique internationale à être présent dans le programme d'été deLes événements de Roccalumera.","Via Umberto I°, 555",3
482,International Almojabano Festival with Cheese,Cultural exchange with international groups to propose cultural heritage and exalt the typical gastronomy of the region organized by the festival.,"Los Algarrobos, Chiriquí",1
482,Festival Internacional del Almojabano Con Queso,Intercambio Cultural con grupos internacionales para proponer en escenarios el patrimonio Cultural y exaltar la gastronomía típica de la región que organiza el festival.,"Los Algarrobos, Chiriquí",2
482,Festival international d'Almojabano avec fromage,Échange culturel avec des groupes internationaux pour proposer le patrimoine culturel et exalter la gastronomie typique de la région organisée par le festival.,"Los Algarrobos, Chiriquí",3
511,TASKOPRU INTERNATIONAL CULTURE AND GARLIC FESTIVAL//2024 FESTIVAL WAS CANCELLED DUE TO MUNICIPALITY ELECTIONS,No Description,Taskopru Belediye Baskanligi,1
511,Taskopru Cultura internacional y festival de ajo // 2024 Festival se canceló debido a las elecciones de municipio,No Description,Taskopru Belediye Baskanligi,2
511,Taskopru International Culture and Gurlic Festival // 2024 Festival a été annulé en raison des élections municipales,No Description,Taskopru Belediye Baskanligi,3
512,SIVRIHISAR INTERNATIONAL NASREDDIN HODJA CULTURE AND ART  FESTIVAL,No Description,Sivrihisar Belediye Baskanligi,1
512,Sivrihisar International Nasreddin Hodja Culture and Art Festival,No Description,Sivrihisar Belediye Baskanligi,2
512,Sivrihisar International Nasreddin Hodja Culture and Art Festival,No Description,Sivrihisar Belediye Baskanligi,3
516,National Folk Dance Festival Cioff Panama,Non -competitive meeting of the groups affiliated with the National Cioff Panama section where the best of the artistic proposals of each group promoting our intangible cultural heritage through dance is presented in the same scenario.,CIUDAD PANAMA,1
516,FESTIVAL NACIONAL DE BAILES FOLKLÓRICOS CIOFF PANAMÁ,Encuentro no competitivo de los grupos afiliados a la sección nacional cioff Panamá donde se presenta en un mismo escenario lo mejor de las propuestas artísticas de cada grupo promoviendo nuestro patrimonio cultural intangible a través de la danza.,CIUDAD PANAMA,2
516,Festival national de la danse folklorique Cioff Panama,La réunion non compétitive des groupes affiliée à la section nationale de Cioff Panama où les meilleures propositions artistiques de chaque groupe faisant la promotion de notre patrimoine culturel intangible à travers la danse sont présentées dans le même scénario.,CIUDAD PANAMA,3
519,International Summer of Folklore - Castrovillari,No Description,"Via da S. Cataldo, 22",1
519,Summer internacional del folklore - Castrovillari,No Description,"Via da S. Cataldo, 22",2
519,Été international du folklore - Castrovillari,No Description,"Via da S. Cataldo, 22",3
520,International Folklore Festival 'NEIGHBOURS',No Description,No Address,1
520,Festival del folklore internacional 'vecinos',No Description,No Address,2
520,Festival du folklore international «voisins»,No Description,No Address,3
524,International Dance & Music Festival Op Roakeldais,"The biggest yearly festival in The Netherlands. Over 10 International groups 2 national groups , 5 different stages, mainstage over 1200 audiance, special schools program for 2000 schoolkids, latin nightl. Dance with the World during festival Op Roakeldais in Warffum!",Oostervalge 52a/ 53,1
524,Festival Internacional de Danza y Música Op Roakeldais,"El festival anual más grande de los Países Bajos.Más de 10 grupos internacionales 2 grupos nacionales, 5 etapas diferentes, escenario principal de más de 1200 audianza, programa de escuelas especiales para 2000 escolares, Latin Nightl.¡Baila con el mundo durante el Festival Op Roakeldais en Warffum!",Oostervalge 52a/ 53,2
524,Festival international de danse et de musique op Roakeldais,"Le plus grand festival annuel aux Pays-Bas.Plus de 10 groupes internationaux 2 groupes nationaux, 5 étapes différentes, le plan principal de plus de 1200 auditions, programme d'écoles spéciales pour 2000 écoliers, Latin Nightl.Danse avec le monde pendant le festival OP Roakeldais à Warffum!",Oostervalge 52a/ 53,3
527,International Festival Folklore Kotor,No Description,"Dom kulture Skaljari bb, Kotor",1
527,Folklore del festival internacional Kotor,No Description,"Dom kulture Skaljari bb, Kotor",2
527,Folklore du festival international Kotor,No Description,"Dom kulture Skaljari bb, Kotor",3
528,Mediterranean International Folklore Festival 'For Jubav Tance Play',No Description,Brce 23,1
528,Festival Internacional de Folklore Mediterráneo 'para Jubav Tance Play',No Description,Brce 23,2
528,Festival international du folklore méditerranéen 'pour Jubav Tance Play',No Description,Brce 23,3
116,Grand Prix Der Folklore,No Description,Am Wasserwerk 1,1
116,Gran Premio Der Folklore,No Description,Am Wasserwerk 1,2
116,Grand Prix der Folklore,No Description,Am Wasserwerk 1,3
118,World Festival Ambert,No Description,4 Rue de Goye,1
118,Festival Mundial Ambert,No Description,4 Rue de Goye,2
118,Festival du monde Ambert,No Description,4 Rue de Goye,3
120,Dance and music festival,No Description,No Address,1
120,Festival de danza y música,No Description,No Address,2
120,Festival de danse et de musique,No Description,No Address,3
594,Terere International Festival,"Dance Folkloric Festival, Music, Gastronomy, Artesania",Distrito de Itakyry,1
594,FESTIVAL INTERNACIONAL DEL TERERE,"Festival  folklorico de danza, musica, gastronomia, artesania",Distrito de Itakyry,2
594,Festival international de Terere,"Festival folklorique de danse, musique, gastronomie, Artesania",Distrito de Itakyry,3
121,"International Folklore Festival ""Baltica""","Folklore festival Baltica is the biggest project of traditional culture of Baltic States, which takes place under the aegis of CIOFF® in Lithuania, Latvia and Estonia since 1987. Festival preserves of local cultural traditions and introduces folk dance, folk music, customs, handicraft and other fields of intangible heritage in their historical forms.",CIOFF® Estonia,1
121,"Festival Internacional del Folklore ""Baltica""","Folklore Festival Baltica es el proyecto más grande de la cultura tradicional de los estados bálticos, que tiene lugar bajo los auspicios de Cioff® en Lituania, Letonia y Estonia desde 1987. Preservas del festival de tradiciones culturales locales e introduce danza folk, música folklórica, costumbres, artesanías y artesanías y artesanales y artesanalesOtros campos de patrimonio intangible en sus formas históricas.",CIOFF® Estonia,2
121,"Festival international du folklore ""Baltica""","Le festival du folklore Baltica est le plus grand projet de culture traditionnelle des États baltes, qui se déroule sous l'égide de Cioff® en Lituanie, en Lettonie et en Estonie depuis 1987. Conserves du festival des traditions culturelles locales et présente la danse folklorique, la musique folkAutres domaines du patrimoine intangible dans leurs formes historiques.",CIOFF® Estonia,3
122,"International Folklore Festival 'Rožnov Festival', Rožnov pod Radhoštem",No Description,Palackého 147,1
122,"Festival Internacional del Folklore 'Rožnov Festival', Rožnov Pod Radhoštem",No Description,Palackého 147,2
122,"Festival international du folklore 'Rožnov Festival', Rožnov Pod Radhoštem",No Description,Palackého 147,3
206,Latium World Folkloric Festival - Cori,"The main goal of the LATIUM WORLD FOLKLORIC FESTIVALis to make a meeting occasion for the young people from all over the world. Every year this Festival in Italy offers 14 days of dancing and musical appointments which 300 young artists take part to. The Festival is hosted by the wonderful scenarios of Latium cities, from Rome to Cori, from the Colosseum to the Temple of Ercole, between the Roman hills and the Lepini rich in traditions and arts, going through the enchanting medieval gardens of Ninfa.","Via A. Accrocca, 22",1
206,Festival folklórico de Latium World - Cori,"El objetivo principal del festival folklórico del mundo de Latium para hacer una ocasión de reunión para los jóvenes de todo el mundo.Cada año, este festival en Italia ofrece 14 días de baile y citas musicales a las que participan 300 jóvenes artistas.El festival está organizado por los maravillosos escenarios de las ciudades de Latium, desde Roma hasta Cori, desde el Coliseo hasta el Templo de Ercole, entre las colinas romanas y el lepini rico en tradiciones y artes, pasando por los encantadores jardines medievales de NINFA.","Via A. Accrocca, 22",2
206,Festival folklorique du monde latium - Cori,"L'objectif principal des festivals folkloriques du monde latium de faire une occasion de rencontre aux jeunes du monde entier.Chaque année, ce festival en Italie propose 14 jours de danses et de rendez-vous musicaux auxquels 300 jeunes artistes participent.Le festival est organisé par les merveilleux scénarios des villes latiums, de Rome à Cori, du Colisée au temple d'Ercole, entre les collines romaines et les lépini riches en traditions et arts, traversant les jardins médiévaux enchanteurs de Ninfa.","Via A. Accrocca, 22",3
40,European Folklore Festival,"European Folklore Festival
Neustadt in Holstein
The traditional costume week in Neustadt in Holstein is considered one of the oldest folklore festival at our continent and as a mother of numerous traditional weeks in Europe.
Due to the hospitality of many Neustadt families, in the past over 50 years we have made a contribution to peace in Europe.The European Council thanked the city of Neustadt in Holstein in 1969 with the ""Europastadt"" award and the presentation of the European flag for the commitment of the residents.Hundreds of friendships that have existed for generations are an impressive testimony.
Also in the new millennium we take our task - peace in Europe - seriously.
You can contribute to this great event by appearing.
We look forward to a happy week at which music, dance and encounter are in the foreground.Celebrate with us and over 400 guests from all over Europe and all over the world.",Am Markt 1,1
40,Festival del Folklore Europeo,"Festival del Folklore Europeo
Neustadt en Holstein
La semana de vestuario tradicional en Neustadt en Holstein se considera uno de los festivales del folklore más antiguos en nuestro continente y como madre de numerosas semanas tradicionales en Europa.
Debido a la hospitalidad de muchas familias Neustadt, en los últimos 50 años hemos hecho una contribución a la paz en Europa.El Consejo Europeo agradeció a la ciudad de Neustadt en Holstein en 1969 con el premio ""Europastadt"" y la presentación de la bandera europea por el compromiso de los residentes.Cientos de amistades que han existido durante generaciones son un testimonio impresionante.
También en el nuevo milenio tomamos nuestra tarea, la paz en Europa, en serio.
Puede contribuir a este gran evento apareciendo.
Esperamos una semana feliz en la que la música, el baile y el encuentro están en primer plano.Celebre con nosotros y con más de 400 invitados de toda Europa y de todo el mundo.",Am Markt 1,2
40,Festival européen du folklore,"Festival européen du folklore
Neustadt à Holstein
La Semaine traditionnelle des costumes à Neustadt à Holstein est considérée comme l'un des plus anciens festivals du folklore de notre continent et en tant que mère de nombreuses semaines traditionnelles en Europe.
En raison de l'hospitalité de nombreuses familles de Neustadt, au cours des dernières années, nous avons contribué à la paix en Europe.Le Conseil européen a remercié la ville de Neustadt à Holstein en 1969 avec le prix ""Europastadt"" et la présentation du drapeau européen pour l'engagement des résidents.Des centaines d'amitiés qui existent depuis des générations sont un témoignage impressionnant.
Toujours dans le nouveau millénaire, nous prenons notre tâche - la paix en Europe - au sérieux.
Vous pouvez contribuer à ce grand événement en apparaissant.
Nous attendons avec impatience une bonne semaine au cours de laquelle la musique, la danse et la rencontre sont au premier plan.Célébrez avec nous et plus de 400 invités de toute l'Europe et du monde entier.",Am Markt 1,3
46,"International Folklore Festival 'CIOFF®-Pyrsos-Naoussa', Naoussa","A historic festival and founding member of CIOFF® Greece, is organized by cultural association ""Pyrsos"" Naousa. Takes place in Heroic city of Naousa.
Dances, Mousic, Colours, Workshops, History and more during the festival are presented in open-air theater of the city.
pyrsosnaousa@gmail.com","2 , Philippou Str.",1
46,"Festival Internacional del Folklore 'CIOFF®-Pyrsos-Naoussa', Naoussa","Un festival histórico y miembro fundador de Cioff® Grecia, está organizado por la Asociación Cultural ""Pyrsos"" Naousa.Tiene lugar en la heroica ciudad de Naousa.
Los bailes, mousic, colores, talleres, historia y más durante el festival se presentan en el teatro al aire libre de la ciudad.
pirsosnaousa@gmail.com","2 , Philippou Str.",2
46,"Festival international du folklore 'Cioff®-Pyrsos-Naoussa', Naoussa","Un festival historique et membre fondateur de la Grèce CIOff®, est organisé par l'association culturelle ""Pyrsos"" Naousa.Se déroule dans la ville héroïque de Naousa.
Les danses, la mousique, les couleurs, les ateliers, l'histoire et plus pendant le festival sont présentées dans le théâtre en plein air de la ville.
pyrsosnaousa@gmail.com","2 , Philippou Str.",3
47,"International Folkore Festival 'Tradition-Dance-Friendship', Ioannina","A historic festival in a historic place. The cultural association ""Kalarrites"" of Ioannina organizes the festival in Ioannina city. Is a founding member of CIOFF® Greece and during the years, has present a lot of traditions, dances, musics and costumes from all over the world.","45, 28th October Street",1
47,"Festival de folklore internacional 'Friendhida de dance tradicional', Ioannina","Un festival histórico en un lugar histórico.La Asociación Cultural ""Kalarrites"" de Ioannina organiza el festival en la ciudad de Ioannina.Es miembro fundador de CIOFF® Grecia y durante los años, ha presentado muchas tradiciones, bailes, músicas y disfraces de todo el mundo.","45, 28th October Street",2
47,"Festival du folklore international «traditionnel-dance-amitié», ioannina","Un festival historique dans un endroit historique.L'association culturelle ""Kalarrites"" d'Ioannina organise le festival à Ioannina City.Est un membre fondateur de la Grèce CIOff® et au cours des années, a présenté de nombreuses traditions, danses, musiques et costumes du monde entier.","45, 28th October Street",3
48,"International Cioff® Folklore Festival 'Pierides Musses', Katerini","The festival is a founding member of CIOFF® Greece and is organized by the association ""ESTIA PIERIDON MOUSSON"" in Katerini, down of the Mount Olympus, the mountain of ancient Greek Gods, a place with a lot of myths and traditions.",Eirinis str.  32,1
48,"Festival Folklore Internacional CIOFF® 'Pierides Musses', Katerini","El festival es miembro fundador de CIOFF® Grecia y está organizado por la Asociación ""Estia Pieridon Mousson"" en Katerini, en el Monte Olimpo, la montaña de los antiguos dioses griegos, un lugar con muchos mitos y tradiciones.",Eirinis str.  32,2
48,"Festival du folklore international Cioff® «Pierrides muss», Katerini","Le festival est un membre fondateur de la Grèce CIOff® et est organisé par l'association ""Estia Pieridon Mousson"" à Katerini, en bas du mont Olympus, la montagne des dieux grecs anciens, un endroit avec beaucoup de mythes et de traditions.",Eirinis str.  32,3
50,Festival 'Torri' - Cava de 'Tirreni,No Description,"Via Lamberti, C.P. 107",1
50,Festival 'Torri' - Cava de 'Tirreni,No Description,"Via Lamberti, C.P. 107",2
50,Festival 'Torri' - Cava de 'Tirrenni,No Description,"Via Lamberti, C.P. 107",3
51,International folklore festival 'Aviano-Piancavallo',No Description,"Via Ospedale, 6",1
51,Festival Internacional del Folklore 'Aviano-Piancavallo',No Description,"Via Ospedale, 6",2
51,Festival international du folklore «Aviano-Piancavallo»,No Description,"Via Ospedale, 6",3
52,International Folklore Festival 'City of Fondi',No Description,"Via Luca Giordano, 24",1
52,Festival Internacional de Folklore 'Ciudad de Fondi',No Description,"Via Luca Giordano, 24",2
52,Festival international du folklore 'Ville de Fondi',No Description,"Via Luca Giordano, 24",3
53,Festival 'Hearts' - Tarcento,"Cultural appointment of the highest level in the panorama of summer events in the region, the International Folklore Festival of Tarcento, called Festival dei Carei® takes place in the second half of August, at the Viale Matteotti park, in the natural scenario of the Coia hill and in thesquares of the city center.Born around the 1960s in a first European context and in short intercontinental, the Festival brings hundreds of young danzerini from all continents to the earth every year, as festive messengers of peace and brotherhood.Thus languages, uses, traditions, songs and music are mixed, merging into the thousand colors of the stage and in the participation hearts of the spectators.The latter are called to live the event in the occasion of the ""Great Folklore Festival"", one of the collateral manifestations of the Festival, as a meeting and performance of the groups in the city streets and squares, in the sign of friendship and brotherhood.The success that distinguishes the Care Festival® is in the exaltation of the deepest concept of folklore, in the approach, in contact, in the symbiosis of folkloric expressions of each country;In the search for parallels with any people, proceeding to demonstrate the universality of primitive human cultural forms.",c/o Palazzo Frangipane,1
53,Festival 'Corazones' - Tarcéno,"El nombramiento cultural del más alto nivel en el panorama de los eventos de verano en la región, el Festival Internacional del Folklore de Tarcentro, llamado Festival Dei Carei®, tiene lugar en la segunda mitad de agosto, en el Parque Viegre Matteotti, en el escenario natural de la coia colina y en los cuadrados del centro de la ciudad.Nacido alrededor de la década de 1960 en un primer contexto europeo y en breve Intercontinental, el festival trae cientos de jóvenes Danzerini de todos los continentes a la tierra cada año, como mensajeros festivos de la paz y la hermandad.Por lo tanto, los idiomas, los usos, las tradiciones, las canciones y la música se mezclan, fusionándose en los mil colores del escenario y en los corazones de participación de los espectadores.Estos últimos están llamados a vivir el evento con motivo del ""Gran Festival del Folklore"", una de las manifestaciones colaterales del festival, como una reunión y presentación de los grupos en las calles y cuadrados de la ciudad, en el signo de la amistad y la hermandad .El éxito que distingue el Festival de atención® está en la exaltación del concepto más profundo de folklore, en el enfoque, en contacto, en la simbiosis de las expresiones folklóricas de cada país;En la búsqueda de paralelos con cualquier gente, procediendo a demostrar la universalidad de las formas culturales humanas primitivas.",c/o Palazzo Frangipane,2
53,Festival «coeurs» - Tarcento,"Nomination culturelle du plus haut niveau du panorama des événements d'été de la région, le festival international du folklore de Tarcento, appelé Festival Dei Carei®, se déroule dans la seconde moitié d'août, au Vile Matteotti Park, dans le scénario naturel du COIA colline et dans les carrés du centre-ville.Né vers les années 1960 dans un premier contexte européen et en courte intercontinentale, le festival apporte chaque année des centaines de jeunes Danzerini de tous les continents sur la terre, en tant que messagers festifs de la paix et de la fraternité.Ainsi, les langues, les utilisations, les traditions, les chansons et la musique sont mélangées, fusionnant les mille couleurs de la scène et dans le cœur de la participation des spectateurs.Ces derniers sont appelés à vivre l'événement à l'occasion du ""Great Folklore Festival"", l'une des manifestations collatérales du festival, en tant que réunion et performance des groupes dans les rues et carrés de la ville, dans le signe de l'amitié et de la fraternité .Le succès qui distingue le Care Festival® est dans l'exaltation du concept le plus profond du folklore, en contact, en contact, dans la symbiose des expressions folkloriques de chaque pays;Dans la recherche de parallèles avec tout peuple, procédant à la démonstration de l'universalité des formes culturelles humaines primitives.",c/o Palazzo Frangipane,3
54,Moments of international folklore - Agrigento,No Description,"Via Manzoni, 108",1
54,Momentos del folklore internacional - Agrigento,No Description,"Via Manzoni, 108",2
54,Moments de folklore international - Agrigento,No Description,"Via Manzoni, 108",3
55,World Folklore Festival 'Gorizia Castle' - Gorizia,No Description,"Via Morelli, 11/13",1
55,Festival del Folklore del Mundo 'Gorizia Castle' - Gorizia,No Description,"Via Morelli, 11/13",2
55,Festival du Folklore mondial «Gorizia Castle» - Gorizia,No Description,"Via Morelli, 11/13",3
192,Folklores from the world of Saint Malo,No Description,11 rue Charles Le Goffic,1
192,Folklores del mundo de Saint Malo,No Description,11 rue Charles Le Goffic,2
192,Folklores du Monde de Saint Malo,No Description,11 rue Charles Le Goffic,3
344,"National costumes and clothing heritage festival, Kamnik",No Description,"Glavni trg 2,",1
344,"Festival nacional de trajes y prendas de vestir, Kamnik",No Description,"Glavni trg 2,",2
344,"Festival national du patrimoine des costumes et des vêtements, Kamnik",No Description,"Glavni trg 2,",3
352,International Folklore Festival Zagreb,"The International Folklore Festival has been held in Zagreb since 1966 with objective to present and affirm traditional culture and folklore of numerous local and international participants from all continents. It continues the old tradition of festivals organised from time in between the two World Wars. It gathers a wide public and folklore connoisseurs for decades. Nowadays, it has become a part of the global movement led by the UNESCO that aims to safeguard and promote the intangible cultural heritage. In 2014, the Croatian Ministry of Culture and the City of Zagreb pronounced it as a festival of national significance. The 52nd IFF will present the theme Heritage and Migrations on two main Festival's stages, on the Upper Town and the main city square (Trg bana J. Jelacica) with a lot of accompanying events, concerts, exhibitions, workshops.",Božidara Magovca 17,1
352,Festival del folklore internacional Zagreb,"El Festival Internacional del Folklore se celebra en Zagreb desde 1966 con el objetivo de presentar y afirmar la cultura tradicional y el folklore de numerosos participantes locales e internacionales de todos los continentes.Continúa la antigua tradición de los festivales organizados desde el tiempo entre las dos guerras mundiales.Se reúne a un amplio público y conocedores de folklore durante décadas.Hoy en día, se ha convertido en parte del movimiento global dirigido por la UNESCO que tiene como objetivo salvaguardar y promover el patrimonio cultural intangible.En 2014, el Ministerio de Cultura Croata y la ciudad de Zagreb lo pronunciaron como un festival de importancia nacional.El 52º IFF presentará el tema del tema y las migraciones en dos escenarios del festival principal, en la ciudad superior y la plaza principal de la ciudad (TRG Bana J. Jelacica) con muchos eventos, conciertos, exhibiciones, talleres.",Božidara Magovca 17,2
352,Festival international du folklore Zagreb,"Le festival international du folklore a lieu à Zagreb depuis 1966 dans le but de présenter et d'affirmer la culture traditionnelle et le folklore de nombreux participants locaux et internationaux de tous les continents.Il continue l'ancienne tradition des festivals organisés à partir de temps entre les deux guerres mondiales.Il rassemble un large éventail de connaisseurs publics et folklore pendant des décennies.De nos jours, il est devenu une partie du mouvement mondial dirigé par l'UNESCO qui vise à sauvegarder et à promouvoir le patrimoine culturel intangible.En 2014, le ministère croate de la Culture et la ville de Zagreb l'ont prononcé comme un festival de signification nationale.Le 52e IFF présentera le patrimoine thème et les migrations sur deux scènes du festival principal, sur la ville supérieure et la place principale de la ville (TRG Bana J. Jelacica) avec de nombreux événements d'accompagnement, concerts, expositions, ateliers.",Božidara Magovca 17,3
431,Bug River Folklore Festival,"Folklore Meetings by the „Bug” River is an international festival of tradition and culture. It is one of the biggest and most popular folkloristic events in the “Bug” River region, where the Mazowsze and Podlasie meet.

The dancers, vocalists and musicians from all over the world have come to Sokolów Podlaski since 2002. They have presented characteristic elements of their national and local culture.

A few days of colourful and active performances on stage of Cultural Centre of Sokolów Podlaski and in schools is a joyful time for everyone. Festival is truly an opportunity to celebrate. It is very popular and attractive for a local community.

The Festival has been recognized as a CIOFF® Recognized International Festival.",Wolnosci 27,1
431,Festival de folklore de Bug River,"Reuniones folclóricas del río ""Bug"" es un festival internacional de tradición y cultura.Es uno de los eventos folklóricos más grandes y populares en la región del río ""Bug"", donde se encuentran los Mazowsze y Podlasie.

Los bailarines, vocalistas y músicos de todo el mundo han venido a Sokolów Podlaski desde 2002. Han presentado elementos característicos de su cultura nacional y local.

Unos días de actuaciones coloridas y activas en el escenario del Centro Cultural de Sokolów Podlaski y en las escuelas es un momento alegre para todos.El festival es realmente una oportunidad para celebrar.Es muy popular y atractivo para una comunidad local.

El festival ha sido reconocido como un festival internacional reconocido de CIOFF®.",Wolnosci 27,2
431,Festival du folklore Bug River,"Les réunions du folklore de la rivière «Bug» sont un festival international de tradition et de culture.C'est l'un des événements folkloristiques les plus grands et les plus populaires de la région de la rivière «Bug», où les Mazowsze et Podlasie se rencontrent.

Les danseurs, les chanteurs et les musiciens du monde entier sont venus à Sokolów Podlaski depuis 2002. Ils ont présenté des éléments caractéristiques de leur culture nationale et locale.

Quelques jours de performances colorées et actives sur scène du centre culturel de Sokolów Podlaski et dans les écoles est un moment joyeux pour tout le monde.Le festival est vraiment l'occasion de célébrer.Il est très populaire et attrayant pour une communauté locale.

Le festival a été reconnu comme un festival international reconnu CIOff®.",Wolnosci 27,3
62,International Folklore Festival Kashubian Meetings with the Folklore of World,"Every year, in the last week of July in the southern part of Kashubia, in the towns of Brusy, Czersk, Koscierzyna, Wdzydze and Many, the International Film Festival ""Kashubian Meetings with Folklore of the World"" is held.
The festival begins on Wednesday with a colorful procession on the streets of Wiela, followed by the INAUGURATION CONCERT. For the next few days, ie from Thursday to Saturday, guests from abroad and the hosts perform simultaneously on five stages in the Chojnicki and Koscierzyna poviats. Undoubtedly, it is a great opportunity to admire the culture from different places around the globe, and at the same time to present and advertise our native folklore.
Every year, 14 folklore groups from 7 countries (in 2022) from Croatia, Spain, Colombia, Mexico, Serbia, Slovakia, Ukraine and Poland take part in the festival. During the festival, Kashubian folklore is presented by Kashubian folklore groups: Blawatki from Chojnice, Kashubian Notes from Nowy Klincza, Kaszuby from Wiela and Karsin, the Koscierzyna Song and Dance Ensemble from Koscierzyna, the Song and Dance Ensemble of the Chojnice Region Kaszuba from Chojnice, the Ziemia Czerska Ensemble from Czerska. Krëbane Songs and Dances from Brusy, including the following groups: Krëbane, Mlodzi Krëbane, Dzôtczi, Pelki, Gwizdze, Krebanulczi and Male Krebanulczi.
The festival ends on Sunday with the FINAL CONCERT 2 in Brusy. It is preceded by an ecumenical Holy Mass in the church of All Saints in Brusy and a ceremonial parade of all participants in the procession through the streets of the city.
Accompanying events are held during the Festival. Fans of folk art and Kashubian culture can meet during the ZABORS 'Fair, where you can see a variety of fairs and demonstrations of folk art and cuisine. Participants can visit the Józef Chelmowski open-air museum and Chata Kaszubska in Brusy Jagliach, where you can see sculptures created during sculptural plein-airs. Everyone will find something for themselves if they take part in this extraordinary event of all Kashubians.

The Festival has been recognized as a CIOFF® Recognized International Festival.",Dworcowa 18,1
62,Festival internacional del folklore Reuniones Kashubian con el folklore del mundo,"Todos los años, en la última semana de julio, en la parte sur de Kashubia, en las ciudades de Brusy, Czersk, Koscierzyna, Wdzydze y muchos, se celebran el festival internacional de cine ""Reuniones de Kashubian con Folklore of the World"".
El festival comienza el miércoles con una colorida procesión en las calles de Wiela, seguido del concierto de inauguración.Durante los próximos días, es decir, de jueves a sábado, los invitados del extranjero y los anfitriones se desempeñan simultáneamente en cinco escenarios en los poviats de Chojnicki y Koscierzyna.Sin lugar a dudas, es una gran oportunidad para admirar la cultura de diferentes lugares del mundo, y al mismo tiempo presentar y anunciar nuestro folklore nativo.
Cada año, 14 grupos de folklore de 7 países (en 2022) de Croacia, España, Colombia, México, Serbia, Eslovaquia, Ucrania y Polonia participan en el festival.During the festival, Kashubian folklore is presented by Kashubian folklore groups: Blawatki from Chojnice, Kashubian Notes from Nowy Klincza, Kaszuby from Wiela and Karsin, the Koscierzyna Song and Dance Ensemble from Koscierzyna, the Song and Dance Ensemble of the Chojnice Region Kaszuba from Chojnice, El conjunto Ziemia Czerska de Czerska.Krëbane Canciones y bailes de Brusy, incluidos los siguientes grupos: Krëbane, Mlodzi Krëbane, Dzôtczi, Pelki, Gwizdze, Krebanulczi y el macho Krebanulczi.
El festival termina el domingo con el concierto final 2 en Brusy.Está precedido por una santa misa ecuménica en la Iglesia de Todos los Santos en Brusy y un desfile ceremonial de todos los participantes en la procesión por las calles de la ciudad.
Los eventos acompañantes se llevan a cabo durante el festival.Los fanáticos del arte popular y la cultura de Kashubian pueden encontrarse durante la Feria de Zabors, donde puedes ver una variedad de ferias y demostraciones de arte y cocina popular.Los participantes pueden visitar el Museo al aire libre Józef Chelmowski y Chata Kaszubska en Brusy Jagliach, donde se puede ver esculturas creadas durante el pleins escultórico.Todos encontrarán algo para ellos mismos si participan en este extraordinario evento de todos los Cachubianos.

El festival ha sido reconocido como un festival internacional reconocido de CIOFF®.",Dworcowa 18,2
