"slug","state_mode","url_validated","director_name","email","url","contact","phone","lat","lng","transport_lat","transport_lng","youtube_id","published","country_id","logo_id","cover_id","created_by","updated_by","created_at"
folkmono-o-mundo-a-danar,offline,false,"",folkmoncao@gmail.com,www.folkmoncao.com,,+351 917 348 324,,,,,,true,141,,,84,,2024-09-28 23:46:04.804
international-festival-of-traditional-music-instruments,offline,false,"",oss.busevec@zg.t-com.hr,www.oss-busevec.hr,,+385 1 6255 001; +385 98 829 907,,,,,,true,48,,,84,,2024-09-28 23:46:04.804
international-folklore-festival-inter-folk-fest-bosiljkovanje-derventa,offline,false,"",kudmbosiljak@yahoo.com,kudmbosiljak@yahoo.com,,"00 387-53-331 833",,,,,,true,24,,,84,,2024-09-28 23:46:04.804
festival-international-dissoire-danses-et-musiques-du-monde,offline,false,"",secretariat@festival-issoire.fr,"",,+33-4-7389-9285,,,,,,true,66,,,84,,2024-09-28 23:46:04.804
mercuria-festival-de-folklore-international-dargenton-sur-creuse,offline,false,"",chriztoff@hotmail.fr,www.festivalmercuria.fr,,"",,,,,,true,66,,,84,,2024-09-28 23:46:04.804
sile-folk-treviso,offline,false,"",silefolkfestival@gmail.com,www.cioff-italia.org,,"",,,,,,true,90,,,84,,2024-09-28 23:46:04.804
intern-folklore-festival-festivalul-inimilor,offline,false,"",office@ccmt.ro,https://www.casadeculturatm.ro/,,+40-256-498 214,,,,,,true,151,,,84,,2024-09-28 23:46:04.804
festival-mondial-des-cultures-du-monde-de-chambry,offline,false,"",rdemarchi73@gmail.com,www.festivalchambery.com,,"",,,,,,true,66,,,84,,2024-09-28 23:46:04.804
razgrad-international-festival-of-national-traditions-and-art-crafts,offline,false,"",info@cioff-bulgaria.com,www.tic-razgrad.com,,+35928650137,,,,,,true,28,,,84,,2024-09-28 23:46:04.804
international-chilfren-folklore-festival-mladost,offline,false,"",m.folkmusicagenci@blic.net,www.anipmladost.com,,+387 51 921 326,,,,,,true,24,,,84,,2024-09-28 23:46:04.804
festival-internacional-de-folklore-de-argentina-crespo,offline,false,"",afla@live.com.ar,www.cioffargentina.org.ar,,+54 343,,,,,,true,9,,,84,,2024-09-28 23:46:04.804
dupnica-international-folklore-festival-of-the-modified-national-dances-rila-ni-gleda-rila-is-watching-us,offline,false,"",info@cioff-bulgaria.com,http://rilanigleda.com/,,+359 701 5 2430,,,,,,true,28,,,84,,2024-09-28 23:46:04.804
festival-dalenon-danses-et-musiques-du-monde,offline,false,"",gandon.michel@orange.fr,www.lesfolkloresdumonde.fr,,+33 2 33 27 41 05,,,,,,true,66,,,84,,2024-09-28 23:46:04.804
festival-vallarta-azteca-del-folklor-internacional,offline,false,"",festivalvallarta_azteca@hotmail.com,https://www.facebook.com/FESTVA,,"",,,,,,true,117,,,84,,2024-09-28 23:46:04.804
light-and-fire-cioff-israel-4th-online-international-folklore-festival,offline,false,"",cioff-israel@cioff.org,"",,"",,,,,,true,89,,,84,,2024-09-28 23:46:04.804
internationales-dudelsackfestival-schleife,offline,false,"",bergbau@sorben.com,www.dudelsackfestival-schleife.com,,+49 3577 376154,,,,,,true,3,,,84,,2024-09-28 23:46:04.804
villacher-brauchtumswochen-kirchtag,offline,false,"",johann.presslinger@villach.at,http://www.villacherkirchtag.at/,,+43 4242 205 6600,,,,,,true,12,,,84,,2024-09-28 23:46:04.804
viii-festival-internacional-pueblos-hermanos,offline,false,"",cioffperu.relacionespublicas@gmail.com,"",,"",,,,,,true,139,,,84,,2024-09-28 23:46:04.804
maleshevo-iff-maleshevo-sings-and-dances-mikrevo,offline,false,"",maleshevopee@gmail.com,"www.strumyani.org , www.strumyani.eu",,+ 359 07434/ 31-08;,,,,,,true,28,,,84,,2024-09-28 23:46:04.804
sofia-international-childrens-folklore-festival,offline,false,"",info@cioff-bulgaria.com,www.festivalsofia.com,,+35928650137,,,,,,true,28,,,84,,2024-09-28 23:46:04.804
international-childrens-folklore-festival-regratov-cvet-stare,offline,false,"",marjan.malek55@gmail.com,"",,"",,,,,,true,58,,,84,,2024-09-28 23:46:04.804
international-folk-dance-festival-sinies-corfu-sinies-corfu,offline,false,"",garnelis@otenet.gr,http://www.siniesculture.gr/,,"0030 6945740438",,,,,,true,72,,,84,,2024-09-28 23:46:04.804
macadanse,offline,false,"",denis.pipart@gmail.com,www.macadanse.be,,"",,,,,,true,18,,,84,,2024-09-28 23:46:04.804
festival-des-cultures-du-monde-de-gmnos,offline,false,"",lapoulidodegemo@yahoo.fr,www.lapoulidodegemo.com,,"",,,,,,true,66,,,84,,2024-09-28 23:46:04.804
magic-valley-folk-festival,offline,false,"",Magicvalleyfolkfestival@gmail.com,"",,"",,,,,,true,60,,,84,,2024-09-28 23:46:04.804
incontro-internazionale-del-folklore-taurano,offline,false,"",atti.graziano@gmail.com,www.cioff-italia.org,,"",,,,,,true,90,,,84,,2024-09-28 23:46:04.804
kozara-ethno-international-folklore-festival,offline,false,"",mladen.sukalo@banjaluka-tourism.com,www.kozaraethno.com   https://www.facebook.com/kozaraethno/,,+387 65 581 031,,,,,,true,24,,,84,,2024-09-28 23:46:04.804
the-international-folklore-festival-hora-mare,offline,false,"",ccp_il@yahoo.com,http://www.culturalcl.ro,,"0040242314925",,,,,,true,151,,,84,,2024-09-28 23:46:04.804
international-children-folklore-festival-soncenca,offline,false,"",dimitrovski_adv@yahoo.com,"",,"00 389 75 420 047",,,,,,true,145,,,84,,2024-09-28 23:46:04.804
international-folklore-festival-klatovy,offline,false,"",KrejcovaSarka.Klatovy@seznam.cz,www.mffklatovy.cz,,"",,,,,,true,144,,,84,,2024-09-28 23:46:04.804
international-folk-festival-istibanjsko-zdravozivo,offline,false,"",fakitka@gmail.com,"",,"00 389 70 523 147",,,,,,true,145,,,84,,2024-09-28 23:46:04.804
festival-du-houblon-haguenau,offline,false,"",osl@agglo-haguenau.fr,www.festivalduhoublon.eu,,+33-3.88.73.30.41,,,,,,true,66,,,84,,2024-09-28 23:46:04.804
international-folklore-festival-cioff-frdekmstek,offline,false,"",zuzmoj@email.cz,www.ostravicka.cz,,"",,,,,,true,144,,,84,,2024-09-28 23:46:04.804
international-festival,offline,false,"",tam@tanzschule-altmark.de,www.fitschebeen.de,,+49390136832,,,,,,true,3,,,84,,2024-09-28 23:46:04.804
billingham-international-folklore-festival-of-world-dance,offline,false,"",info@billinghamfestival.co.uk,www.billinghamfestival.com,,+441642 553220,,,,,,true,142,,,84,,2024-09-28 23:46:04.804
folklore-festival-cvetovi-skopje,offline,false,"",nikolajonkovvapcarov@yahoo.com,"",,"00 389 70 325 746",,,,,,true,145,,,84,,2024-09-28 23:46:04.804
international-folklore-festival-of-salamina,offline,false,"",lykeiohellinidonsalaminas@hotmail.com,International Folklore Festival of Salamina (Facebook) & iffsalamina (Instagram),,+30 6984320706,,,,,,true,72,,,84,,2024-09-28 23:46:04.804
international-culture-manifestation-days-of-iljo,offline,false,"",iljoanteskismok@yahoo.com,"",,"",,,,,,true,145,,,84,,2024-09-28 23:46:04.804
festival-international-de-folklore-la-farandole-nice,offline,false,"",stan@palomba.fr,www.loucat.fr,,"",,,,,,true,66,,,84,,2024-09-28 23:46:04.804
sharjah-heritage-days,offline,false,"",shaikha.alali@sih.gov.ae,www.sih.gov.ae,,"009716502666",,,,,,true,55,,,84,,2024-09-28 23:46:04.804
tsarevets-folklore-festival-folklore-wellspring,offline,false,"",folklorenizvor@gmail.com,www.folklorenizvor.com,,+ 35963292610,,,,,,true,28,,,84,,2024-09-28 23:46:04.804
international-folklore-festival-tak-sme-this-is-us,offline,false,"",folklor@roslevice.sk,"",,"00421 918 949 538",,,,,,true,57,,,84,,2024-09-28 23:46:04.804
internation-folklore-festival-epivatiana,offline,false,"",zoizach5@gmail.com,http://www.ps-neiepivates.gr/el,,+30 2392025095,,,,,,true,72,,,84,,2024-09-28 23:46:04.804
thermaikos-yoyth-folk-national-festival,offline,false,"",zoizach5@gmail.com,http://www.ps-neiepivates.gr/el,,+30 2392025095,,,,,,true,72,,,84,,2024-09-28 23:46:04.804
international-folk-festival-silesia,offline,false,"",anna.mroz@zespolslask.pl,www.zespolslask.pl,,+48-34-3106405,,,,,,true,140,,,84,,2024-09-28 23:46:04.804
festival-internacional-de-folklore-de-zamora,offline,false,"",grupodonsancho@gmail.com,www.donsancho.org,,"",,,,,,true,59,,,84,,2024-09-28 23:46:04.804
folk-cinfes-arts-e-danas-do-mundo,offline,false,"",folkcinfaes@cantascramoiscinfaes.org,www.cantascramoiscinfaes.org,,"",,,,,,true,141,,,84,,2024-09-28 23:46:04.804
bojonegoro-thengul-international-folklore-festival-2021,offline,false,"",sayrachmat@yahoo.com,"",,+62215657882,,,,,,true,82,,,84,,2024-09-28 23:46:04.804
surabaya-cross-culture-international-folk-and-art-festival-2021,offline,false,"",sayrachmat@yahoo.com,"",,+62215657882,,,,,,true,82,,,84,,2024-09-28 23:46:04.804
tenggarong-international-folk-art-festival-2021,offline,false,"",sayrachmat@yahoo.com,"",,+62215657882,,,,,,true,82,,,84,,2024-09-28 23:46:04.804
festival-of-folk-arts-budapest,offline,false,"",neszfolk@nesz.hu,www.mestersegekunnepe.hu,,+36 1-214-3523,,,,,,true,80,,,84,,2024-09-28 23:46:04.804
grand-prix-der-folklore-fr-jugendliche,offline,false,"",mecklenburger_folkloreensemble@online.de,www.folklore-ribnitz.de,,+49-3821-812 311,,,,,,true,3,,,84,,2024-09-28 23:46:04.804
buyukcekmece-municipality-international-culture-and-art-festival,offline,false,"","",http://www.buyukcekmecefest.com,,"",,,,,,true,182,,,84,,2024-09-28 23:46:04.804
festival-internacional-msica-y-danza-del-mundo-panam,offline,false,"",edanhanchi@hotmail.com,"",,+507 3969856,,,,,,true,136,,,84,,2024-09-28 23:46:04.804
cofa-festival,offline,false,"",petra@electus-agencija.hr,"",,"",,,,,,true,48,,,84,,2024-09-28 23:46:04.804
yeongdong-world-traditional-music-and-arts-festival,offline,false,"",korea2012@gmail.com,https://yd21.go.kr/en/html/sub04/0401.html,,+821022513716,,,,,,true,45,,,84,,2024-09-28 23:46:04.804
nyrsg-international-folk-dance-festival,offline,false,"",nyirsegfestival@gmail.com,https://nyirsegtanc.hu,,"",,,,,,true,80,,,84,,2024-09-28 23:46:04.804
dancing-shavuot-the-spring-online-festival-of-cioff-israel,offline,false,"",cioff-israel@cioff.org,https://www.youtube.com/results?search_query=cioff+israel,,"",,,,,,true,89,,,84,,2024-09-28 23:46:04.804
les-nuits-de-montseveroux,offline,false,"",joffray_poizat@outlook.fr,www.lesnuitsdemontseveroux.fr,,"07.48.10.42.04",,,,,,true,66,,,84,,2024-09-28 23:46:04.804
anseong-namsadang-baudeogi-festival,offline,false,"",korea2012@gmail.com,"",,+821022513716,,,,,,true,45,,,84,,2024-09-28 23:46:04.804
sennorifolkfestival-sennori,offline,false,"",gruppofolksennori@tiscali.it,www.cioff-italia.org,,"",,,,,,true,90,,,84,,2024-09-28 23:46:04.804
yeongdong-world-traditional-music-and-arts-expo,offline,false,"",korea2012@gmail.com,"",,"",,,,,,true,45,,,84,,2024-09-28 23:46:04.804
international-folklor-festival-kozarsko-kolo,offline,false,"",sormaz.zeljko76@gmail.com,www.tradicijaprijedor.org,,+387 65 536 579,,,,,,true,24,,,84,,2024-09-28 23:46:04.804
folklore-festival-of-cioff-bh-members-for-a-living-tradition,offline,false,"",info@cioff.ba,info@cioff.ba,,+387 61 170 777,,,,,,true,24,,,84,,2024-09-28 23:46:04.804
international-folklore-festival-beltinci,offline,false,"",kud.beltinci@guest.arnes.si,www.kud-beltnci.si,,"",,,,,,true,58,,,84,,2024-09-28 23:46:04.804
international-folklore-festival-mining-light-senovo-slovenia-rude-croatia,offline,false,"",fssenovo@gmail.com,"",,"",,,,,,true,58,,,84,,2024-09-28 23:46:04.804
china-shenzhen-international-folk-art-week,offline,false,"",cioffchinaofficial@gmail.com,"",,+8613911117609,,,,,,true,39,,,84,,2024-09-28 23:46:04.804
ccf-international-folk-dance-festival,offline,false,"",charucastle@gmail.com,WWW.CHARUCASTLEFOUNDATION.IN,,"",,,,,,true,81,,,84,,2024-09-28 23:46:04.804
festival-internacional-de-folklore-de-argentina-carlos-pellegrini,offline,false,"",silvinamolineris13@gmail.com,https://cioffargentina.ar/,,"",,,,,,true,9,,,84,,2024-09-28 23:46:04.804
"36-festival-internacional-de-folclore-de-caruaru",offline,false,"",marco@iidac.org,https://forms.gle/1yPVsw79yjcGdVkx8,,"5562991373898",,,,,,true,26,,,84,,2024-09-28 23:46:04.804
i-international-folklore-festival-of-rio-grande-do-sul-brazil,offline,false,"",marco@iidac.org,https://forms.gle/1yPVsw79yjcGdVkx8,,"5562991373898",,,,,,true,26,,,84,,2024-09-28 23:46:04.804
international-folk-festival-iz-bakine-krinje,offline,false,"",sesicn@gmail.com,"",,-,,,,,,true,48,,,84,,2024-09-28 23:46:04.804
international-folklore-festival-split,offline,false,"",folklorefestivalsplit@gmail.com,"",,-,,,,,,true,48,,,84,,2024-09-28 23:46:04.804
international-foklore-festival-mining-light,offline,false,"",etnostudio@gmail.com,"",,-,,,,,,true,48,,,84,,2024-09-28 23:46:04.804
festin-folk-corredoura-o-mundo-dana-em-guimaress,offline,false,"",festinfolkcorredoura@gmail.com,https://www.facebook.com/festinfolkcorredoura,,+351914535867,,,,,,true,141,,,84,,2024-09-28 23:46:04.804
festifolk-ponte-de-sor,offline,false,"",festifolkpontesor@gmail.com,https://www.facebook.com/FestiFolkPortugal/?locale=pt_BR,,festifolkpontesor@gmail.com,,,,,,true,141,,,84,,2024-09-28 23:46:04.804
pazardzhik-dance-open,offline,false,"",pazardzhikdanceopen@gmail.com,https://linktr.ee/pazardzhikdanceopen,,"",,,,,,true,28,,,84,,2024-09-28 23:46:04.804
international-folklore-festival-veles,offline,false,"",iff_veles@yahoo.com,"",,"0038971237556",,,,,,true,145,,,84,,2024-09-28 23:46:04.804
folklandia-cruise,offline,false,"",info@sottiisi.net,https://folklandia.fi/in-english/,,+358-3-2122 147,,,,,,true,64,,,84,,2024-09-28 23:46:04.804
radnevo-international-folklore-festival-of-instrumental-and-dance-groups,offline,false,"",info@cioff-bulgaria.com,https://www.facebook.com/obcknv.radnevo,,"+359 898 432813 *Viber, WhatsApp, Telegram",,,,,,true,28,,,84,,2024-09-28 23:46:04.804
feria-internacional-de-artesania,offline,false,"","","",,+506 8362 1727,,,,,,true,47,,,84,,2024-09-28 23:46:04.804
international-folkfest,offline,false,"","",https://mboro-international-folkfest.org/index.html,,"615.896.3559",,,,,,true,60,,,84,,2024-09-28 23:46:04.804
veliki-preslav-folklore-festival-petrovska-kitka,offline,false,"",info@cioff-bulgaria.com,"",,+359879401191,,,,,,true,28,,,84,,2024-09-28 23:46:04.804
international-folk-festival-polka,offline,false,"",radoslaw.kierzek@iffpolka.pl,https://www.facebook.com/share/2jyAWL6m2kRZGftJ/,,"",,,,,,true,140,,,84,,2024-09-28 23:46:04.804
festival-international-de-folklore-de-argentina-santa-fe,offline,false,"",betysangoy@gmail.com,www.cioffargentina.org.ar,,+54 342 4554035,,,,,,true,9,,,84,,2024-09-28 23:46:04.804
wereldfestival-izegem,offline,false,"",groups@wereldfestival.be,www.wereldfestival.be,,"",,,,,,true,18,,,84,,2024-09-28 23:46:04.804
international-folklorefestival-westerlo,offline,false,"",festival@diespelewei.be,festival.diespelewei.be,,"",,,,,,true,18,,,84,,2024-09-28 23:46:04.804
varna-international-folklore-festival,offline,false,"",info@cioff-bulgaria.com,www.varnafolk.org,,+359879401191,,,,,,true,28,,,84,,2024-09-28 23:46:04.804
balingen-international,offline,false,"",festival@volkstanzgruppe.de,www.balingen.international.de,,+49-7433-4353,,,,,,true,3,,,84,,2024-09-28 23:46:04.804
internationales-beekefestival,offline,false,"",info@beekscheepers.de,www.beeke-festival.de,,+49-4263-6759946,,,,,,true,3,,,84,,2024-09-28 23:46:04.804
internationale-brunlinger-kilbig,offline,false,"",mueller@trachtenbund-braeunlingen.de,www.trachtenbund-braeunlingen.de,,+49-771-64697,,,,,,true,3,,,84,,2024-09-28 23:46:04.804
international-cioff-folkore-festival-sun-and-stone-nea-karvali,offline,false,"",info@stegi-karvalis.gr,www.stegi-karvalis.gr,,+30-2510-316 192  +30-2510-31664,,,,,,true,72,,,84,,2024-09-28 23:46:04.804
folk-anacapri-festival-del-sud-pontino,offline,false,"",festivalminturno@tiscali.it,www.cioff-italia.org,,+39-0771-658 600,,,,,,true,90,,,84,,2024-09-28 23:46:04.804
international-folklore-meetings-lublin,offline,false,"",kaniorowcy@lublin.net.pl,www.zpit.lublin.pl,,+48-81-5327 843,,,,,,true,140,,,84,,2024-09-28 23:46:04.804
beskidy-highlanders-week-of-culture-bielskobiala,offline,false,"",tkb@rok.bielsko.pl,www.rok.bielsko.pl,,+48-33-812 5276,,,,,,true,140,,,84,,2024-09-28 23:46:04.804
figulinas-festival-florinas,offline,false,"",figulchessa@tiscali.it,www.cioff-italia.org,,"",,,,,,true,90,,,84,,2024-09-28 23:46:04.804
festimaiorca-festival-internacional-de-folclore-de-maiorca,offline,false,"",festimaiorca@hotmail.com,https://www.facebook.com/festimaiorca/,,+351 233930144,,,,,,true,141,,,84,,2024-09-28 23:46:04.804
festival-de-folclore-internacional-alto-minho,offline,false,"",vianafestas@vianafestas.com,http://vianafestas.com/pt/eventos-e-romarias/xviii-festival-de-folclore-internacional-alto-minho,,"00 351 258 809 394",,,,,,true,141,,,84,,2024-09-28 23:46:04.804
international-folklore-festival-floare-de-pe-baragan,offline,false,"",ccp_il@yahoo.com,www.traditieialomita.ro,,+40-243-231 151,,,,,,true,151,,,84,,2024-09-28 23:46:04.804
rfi-rencontres-de-folklore-internationales-de-fribourg,offline,false,"",artistique@rfi.ch,www.rfi.ch,,"",,,,,,true,171,,,84,,2024-09-28 23:46:04.804
holiday-folk-fair-international,offline,false,"",evazquez@iiwisconsin.org,www.folkfair.org,,"",,,,,,true,60,,,84,,2024-09-28 23:46:04.804
festival-of-the-children-of-mountains-nowy-sacz,offline,false,"",sdg@mcksokol.pl,www.mcksokol.pl,,+48-18-448 26 10,,,,,,true,140,,,84,,2024-09-28 23:46:04.804
international-folklore-festival-folklore-without-boundaries-ostrava,offline,false,"",festival@fbho.cz,www.folklorbezhranic.cz,,+420 604 993 513,,,,,,true,144,,,84,,2024-09-28 23:46:04.804
international-folklore-festival-in-novohrad,offline,false,"",poliacikova@noslc.sk,http://www.noslc.sk/index_subory/mnff19.htm,,+421474512703,,,,,,true,57,,,84,,2024-09-28 23:46:04.804
international-children-folklore-meetings-lublin,offline,false,"",kaniorowcy@lublin.net.pl,https://zpit.lublin.pl/pl/festiwal/o-festiwalu/,,+48-81-532 7843,,,,,,true,140,,,84,,2024-09-28 23:46:04.804
international-folklore-vistula-festival-plock,offline,false,"",piotr@bastion.com.pl,www.vistulaff.pl,,+48-24-3671920,,,,,,true,140,,,84,,2024-09-28 23:46:04.804
rassegna-internazionale-del-folklore-moles-aeterna-moliterno,offline,false,"",folkmoliterno@gmail.com,www.cioff-italia.org,,+39 0975 67553,,,,,,true,90,,,84,,2024-09-28 23:46:04.804
world-folk-review-integration,offline,false,"",festival@awf.poznan.pl,www.festival.awf.poznan.pl,,"48-61-8355434",,,,,,true,140,,,84,,2024-09-28 23:46:04.804
festival-internacional-de-folklor-de-hidalgo,offline,false,"",folk_hidalgo@yahoo.com.mx,https://m.facebook.com/Festival-Internacional-De-Folklor-De-Hidalgo-124492611054680/,,+52-775-1122774,,,,,,true,117,,,84,,2024-09-28 23:46:04.804
spectacles-du-monde-portsursane,offline,false,"",jeanpascalmariot@gmail.com,www.festivalportsursaone.com,,+33384781066,,,,,,true,66,,,84,,2024-09-28 23:46:04.804
romolo-folk-fest-santa-teresa-di-riva,offline,false,"",romolofolk@gmail.com,www. cioff-italia.org,,+39 334 281 9274,,,,,,true,90,,,84,,2024-09-28 23:46:04.804
folkfaro-folclore-internacional-cidade-de-faro,offline,false,"",grupofaro@hotmail.com,https://www.facebook.com/grupo.folcloricodefaro/,,+351 962556599,,,,,,true,141,,,84,,2024-09-28 23:46:04.804
festival-internazionale-del-folklore-incontro-di-cultura-popolare-macerata,offline,false,"",pistacoppi@virgilio.it,www.cioff-italia.org,,+39 0733 34800,,,,,,true,90,,,84,,2024-09-28 23:46:04.804
internationales-schlitzerlnder-trachtenfest,offline,false,"",k.hohmeier-cioff@gmx.de,www.schlitzer-trachtenfest.de,,"49-172-6233973",,,,,,true,3,,,84,,2024-09-28 23:46:04.804
folk-cantanhede-semana-internacional-de-folclore,offline,false,"",cancioneirodecantanhede@gmail.com,http://www.folkcantanhede.com/,,"",,,,,,true,141,,,84,,2024-09-28 23:46:04.804
international-folklore-festival-cantecele-muntilor,offline,false,"",contact@juniisibiului.ro,www.juniisibiului.ro,,+40-269-210 945,,,,,,true,151,,,84,,2024-09-28 23:46:04.804
international-folklore-festival-doina-covurluiului,offline,false,"",folkfestival_galati@ccdj.ro,www.ccdj.ro,,"0040236418400",,,,,,true,151,,,84,,2024-09-28 23:46:04.804
vru-folklore-festival,offline,false,"",info@vorufolkloor.ee,http://www.vorufolkloor.ee/en/,,+372 514 1323,,,,,,true,61,,,84,,2024-09-28 23:46:04.804
international-cioff-folklore-festival-kyparissia-sunshine,offline,false,"",kyparissiasunshine@gmail.com,http://mesk.gr/,,+30 2761024943,,,,,,true,72,,,84,,2024-09-28 23:46:04.804
festivalul-international-de-folclor-muzici-si-traditii-in-bucuresti,offline,false,"",comunicare@creart.ro,www.creart.ro,,+4 0213183804,,,,,,true,151,,,84,,2024-09-28 23:46:04.804
ii-fifat-festival-internacional-de-folclore-e-artes-tradicionais-do-centro-oeste,offline,false,"",marco@iidac.org,https://forms.gle/1yPVsw79yjcGdVkx8,,"55.62.991373898",,,,,,true,26,,,84,,2024-09-28 23:46:04.804
festidanses-du-monde,offline,false,"",president@cigalouns-morcenx.com,www.cigalouns-morcenx.com,,"",,,,,,true,66,,,84,,2024-09-28 23:46:04.804
festival-internacional-del-folklor-universitario-tamaulipas,offline,false,"",g_carlosmocteg@hotmail.com,https://www.facebook.com/culturayarteUAT,,"834 3124668",,,,,,true,117,,,84,,2024-09-28 23:46:04.804
international-folklore-festival-plaiurile-mioritei,offline,false,"",buzaufestival@yahoo.com,www.centruldeculturasiarta.ro,,"0040238710383",,,,,,true,151,,,84,,2024-09-28 23:46:04.804
butinle-in-stajareincontro-della-cultura-popolare-europea-buja,offline,false,"",presidente@balarinsdibuje.it,www.cioff-italia.org,,"",,,,,,true,90,,,84,,2024-09-28 23:46:04.804
international-23rd-april-children-festival,offline,false,"",cioff-cyprus-northern-part@cioff.org,"",,+903923712521,,,,,,true,196,,,84,,2024-09-28 23:46:04.804
international-iskele-municipality-folk-dance-festival,offline,false,"",ozlemkadiraga@gmail.com,http:www.iskelehalkdanslari.com,,+903923712521,,,,,,true,196,,,84,,2024-09-28 23:46:04.804
international-goctas-folk-dance-festival,offline,false,"",ozlemkadiraga@gmail.com,"",,+903923712521,,,,,,true,196,,,84,,2024-09-28 23:46:04.804
yilan-intern-childrens-folklore-folkgame-festival-yicfff,offline,false,"",yicf1996@gmail.com,www.yicfff.tw,,+886-3-9359176,,,,,,true,195,,,84,,2024-09-28 23:46:04.804
les-foliklores-de-segr,offline,false,"",jo.bouvet@orange.fr,www.foliklores.fr,,"",,,,,,true,66,,,84,,2024-09-28 23:46:04.804
