"slug","email","url","phone","ns_id","country_id","created_by","published"
incontro-internazionale-del-folklore-taurano,atti.graziano@gmail.com,www.cioff-italia.org,"",32,90,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-split,folklorefestivalsplit@gmail.com,"",-,17,48,"00000089-0000-0000-0000-000000000089",false
kozara-ethno-international-folklore-festival,mladen.sukalo@banjaluka-tourism.com,www.kozaraethno.com   https://www.facebook.com/kozaraethno/,+387 65 581 031,8,24,"00000089-0000-0000-0000-000000000089",false
the-international-folklore-festival-hora-mare,ccp_il@yahoo.com,http://www.culturalcl.ro,"0040242314925",48,151,"00000089-0000-0000-0000-000000000089",false
international-children-folklore-festival-soncenca,dimitrovski_adv@yahoo.com,"","00 389 75 420 047",41,145,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-klatovy,KrejcovaSarka.Klatovy@seznam.cz,www.mffklatovy.cz,"",18,144,"00000089-0000-0000-0000-000000000089",false
international-folk-festival-istibanjsko-zdravozivo,fakitka@gmail.com,"","00 389 70 523 147",41,145,"00000089-0000-0000-0000-000000000089",false
festival-du-houblon-haguenau,osl@agglo-haguenau.fr,www.festivalduhoublon.eu,+33-3.88.73.30.41,21,66,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-cioff-frdekmstek,zuzmoj@email.cz,www.ostravicka.cz,"",18,144,"00000089-0000-0000-0000-000000000089",false
international-festival,tam@tanzschule-altmark.de,www.fitschebeen.de,+49390136832,23,3,"00000089-0000-0000-0000-000000000089",false
billingham-international-folklore-festival-of-world-dance,info@billinghamfestival.co.uk,www.billinghamfestival.com,+441642 553220,61,142,"00000089-0000-0000-0000-000000000089",false
folklore-festival-cvetovi-skopje,nikolajonkovvapcarov@yahoo.com,"","00 389 70 325 746",41,145,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-of-salamina,lykeiohellinidonsalaminas@hotmail.com,International Folklore Festival of Salamina (Facebook) & iffsalamina (Instagram),+30 6984320706,25,72,"00000089-0000-0000-0000-000000000089",false
international-culture-manifestation-days-of-iljo,iljoanteskismok@yahoo.com,"","",41,145,"00000089-0000-0000-0000-000000000089",false
festival-international-de-folklore-la-farandole-nice,stan@palomba.fr,www.loucat.fr,"",21,66,"00000089-0000-0000-0000-000000000089",false
remove,remove@festival.no,www.festival.no,"",,,"00000089-0000-0000-0000-000000000089",false
tsarevets-folklore-festival-folklore-wellspring,folklorenizvor@gmail.com,www.folklorenizvor.com,+ 35963292610,10,28,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-tak-sme-this-is-us,folklor@roslevice.sk,"","00421 918 949 538",51,57,"00000089-0000-0000-0000-000000000089",false
internation-folklore-festival-epivatiana,zoizach5@gmail.com,http://www.ps-neiepivates.gr/el,+30 2392025095,25,72,"00000089-0000-0000-0000-000000000089",false
thermaikos-yoyth-folk-national-festival,zoizach5@gmail.com,http://www.ps-neiepivates.gr/el,+30 2392025095,25,72,"00000089-0000-0000-0000-000000000089",false
international-folk-festival-silesia,anna.mroz@zespolslask.pl,www.zespolslask.pl,+48-34-3106405,46,140,"00000089-0000-0000-0000-000000000089",false
festival-internacional-de-folklore-de-zamora,grupodonsancho@gmail.com,www.donsancho.org,"",55,59,"00000089-0000-0000-0000-000000000089",false
folk-cinfes-arts-e-danas-do-mundo,folkcinfaes@cantascramoiscinfaes.org,www.cantascramoiscinfaes.org,"",47,141,"00000089-0000-0000-0000-000000000089",false
bojonegoro-thengul-international-folklore-festival-2021,sayrachmat@yahoo.com,"",+62215657882,30,82,"00000089-0000-0000-0000-000000000089",false
surabaya-cross-culture-international-folk-and-art-festival-2021,sayrachmat@yahoo.com,"",+62215657882,30,82,"00000089-0000-0000-0000-000000000089",false
tenggarong-international-folk-art-festival-2021,sayrachmat@yahoo.com,"",+62215657882,30,82,"00000089-0000-0000-0000-000000000089",false
festival-of-folk-arts-budapest,neszfolk@nesz.hu,www.mestersegekunnepe.hu,+36 1-214-3523,28,80,"00000089-0000-0000-0000-000000000089",false
grand-prix-der-folklore-fr-jugendliche,mecklenburger_folkloreensemble@online.de,www.folklore-ribnitz.de,+49-3821-812 311,23,3,"00000089-0000-0000-0000-000000000089",false
buyukcekmece-municipality-international-culture-and-art-festival,"",http://www.buyukcekmecefest.com,"",60,182,"00000089-0000-0000-0000-000000000089",false
festival-internacional-msica-y-danza-del-mundo-panam,edanhanchi@hotmail.com,"",+507 3969856,43,136,"00000089-0000-0000-0000-000000000089",false
cofa-festival,petra@electus-agencija.hr,"","",17,48,"00000089-0000-0000-0000-000000000089",false
yeongdong-world-traditional-music-and-arts-festival,korea2012@gmail.com,https://yd21.go.kr/en/html/sub04/0401.html,+821022513716,53,45,"00000089-0000-0000-0000-000000000089",false
nyrsg-international-folk-dance-festival,nyirsegfestival@gmail.com,https://nyirsegtanc.hu,"",28,80,"00000089-0000-0000-0000-000000000089",false
dancing-shavuot-the-spring-online-festival-of-cioff-israel,cioff-israel@cioff.org,https://www.youtube.com/results?search_query=cioff+israel,"",31,89,"00000089-0000-0000-0000-000000000089",false
les-nuits-de-montseveroux,joffray_poizat@outlook.fr,www.lesnuitsdemontseveroux.fr,"07.48.10.42.04",21,66,"00000089-0000-0000-0000-000000000089",false
anseong-namsadang-baudeogi-festival,korea2012@gmail.com,"",+821022513716,53,45,"00000089-0000-0000-0000-000000000089",false
sennorifolkfestival-sennori,gruppofolksennori@tiscali.it,www.cioff-italia.org,"",32,90,"00000089-0000-0000-0000-000000000089",false
yeongdong-world-traditional-music-and-arts-expo,korea2012@gmail.com,"","",53,45,"00000089-0000-0000-0000-000000000089",false
international-folklor-festival-kozarsko-kolo,sormaz.zeljko76@gmail.com,www.tradicijaprijedor.org,+387 65 536 579,8,24,"00000089-0000-0000-0000-000000000089",false
folklore-festival-of-cioff-bh-members-for-a-living-tradition,info@cioff.ba,info@cioff.ba,+387 61 170 777,8,24,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-beltinci,kud.beltinci@guest.arnes.si,www.kud-beltnci.si,"",52,58,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-mining-light-senovo-slovenia-rude-croatia,fssenovo@gmail.com,"","",52,58,"00000089-0000-0000-0000-000000000089",false
china-shenzhen-international-folk-art-week,cioffchinaofficial@gmail.com,"",+8613911117609,13,39,"00000089-0000-0000-0000-000000000089",false
ccf-international-folk-dance-festival,charucastle@gmail.com,WWW.CHARUCASTLEFOUNDATION.IN,"",29,81,"00000089-0000-0000-0000-000000000089",false
festival-internacional-de-folklore-de-argentina-carlos-pellegrini,silvinamolineris13@gmail.com,https://cioffargentina.ar/,"",3,9,"00000089-0000-0000-0000-000000000089",false
"36-festival-internacional-de-folclore-de-caruaru",marco@iidac.org,https://forms.gle/1yPVsw79yjcGdVkx8,"5562991373898",9,26,"00000089-0000-0000-0000-000000000089",false
i-international-folklore-festival-of-rio-grande-do-sul-brazil,marco@iidac.org,https://forms.gle/1yPVsw79yjcGdVkx8,"5562991373898",9,26,"00000089-0000-0000-0000-000000000089",false
international-folk-festival-iz-bakine-krinje,sesicn@gmail.com,"",-,17,48,"00000089-0000-0000-0000-000000000089",false
international-foklore-festival-mining-light,etnostudio@gmail.com,"",-,17,48,"00000089-0000-0000-0000-000000000089",false
festin-folk-corredoura-o-mundo-dana-em-guimaress,festinfolkcorredoura@gmail.com,https://www.facebook.com/festinfolkcorredoura,+351914535867,47,141,"00000089-0000-0000-0000-000000000089",false
festifolk-ponte-de-sor,festifolkpontesor@gmail.com,https://www.facebook.com/FestiFolkPortugal/?locale=pt_BR,festifolkpontesor@gmail.com,47,141,"00000089-0000-0000-0000-000000000089",false
pazardzhik-dance-open,pazardzhikdanceopen@gmail.com,https://linktr.ee/pazardzhikdanceopen,"",10,28,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-veles,iff_veles@yahoo.com,"","0038971237556",41,145,"00000089-0000-0000-0000-000000000089",false
folklandia-cruise,info@sottiisi.net,https://folklandia.fi/in-english/,+358-3-2122 147,66,64,"00000089-0000-0000-0000-000000000089",false
radnevo-international-folklore-festival-of-instrumental-and-dance-groups,info@cioff-bulgaria.com,https://www.facebook.com/obcknv.radnevo,"+359 898 432813 *Viber, WhatsApp, Telegram",10,28,"00000089-0000-0000-0000-000000000089",false
feria-internacional-de-artesania,"","",+506 8362 1727,16,47,"00000089-0000-0000-0000-000000000089",false
international-folkfest,"",https://mboro-international-folkfest.org/index.html,"615.896.3559",62,60,"00000089-0000-0000-0000-000000000089",false
veliki-preslav-folklore-festival-petrovska-kitka,info@cioff-bulgaria.com,"",+359879401191,10,28,"00000089-0000-0000-0000-000000000089",false
international-folk-festival-polka,radoslaw.kierzek@iffpolka.pl,https://www.facebook.com/share/2jyAWL6m2kRZGftJ/,"",46,140,"00000089-0000-0000-0000-000000000089",false
festival-international-de-folklore-de-argentina-santa-fe,betysangoy@gmail.com,www.cioffargentina.org.ar,+54 342 4554035,3,9,"00000089-0000-0000-0000-000000000089",false
wereldfestival-izegem,groups@wereldfestival.be,www.wereldfestival.be,"",5,18,"00000089-0000-0000-0000-000000000089",false
international-folklorefestival-westerlo,festival@diespelewei.be,festival.diespelewei.be,"",5,18,"00000089-0000-0000-0000-000000000089",false
varna-international-folklore-festival,info@cioff-bulgaria.com,www.varnafolk.org,+359879401191,10,28,"00000089-0000-0000-0000-000000000089",false
balingen-international,festival@volkstanzgruppe.de,www.balingen.international.de,+49-7433-4353,23,3,"00000089-0000-0000-0000-000000000089",false
internationales-beekefestival,info@beekscheepers.de,www.beeke-festival.de,+49-4263-6759946,23,3,"00000089-0000-0000-0000-000000000089",false
internationale-brunlinger-kilbig,mueller@trachtenbund-braeunlingen.de,www.trachtenbund-braeunlingen.de,+49-771-64697,23,3,"00000089-0000-0000-0000-000000000089",false
international-cioff-folkore-festival-sun-and-stone-nea-karvali,info@stegi-karvalis.gr,www.stegi-karvalis.gr,+30-2510-316 192  +30-2510-31664,25,72,"00000089-0000-0000-0000-000000000089",false
folk-anacapri-festival-del-sud-pontino,festivalminturno@tiscali.it,www.cioff-italia.org,+39-0771-658 600,32,90,"00000089-0000-0000-0000-000000000089",false
international-folklore-meetings-lublin,kaniorowcy@lublin.net.pl,www.zpit.lublin.pl,+48-81-5327 843,46,140,"00000089-0000-0000-0000-000000000089",false
beskidy-highlanders-week-of-culture-bielskobiala,tkb@rok.bielsko.pl,www.rok.bielsko.pl,+48-33-812 5276,46,140,"00000089-0000-0000-0000-000000000089",false
figulinas-festival-florinas,figulchessa@tiscali.it,www.cioff-italia.org,"",32,90,"00000089-0000-0000-0000-000000000089",false
festimaiorca-festival-internacional-de-folclore-de-maiorca,festimaiorca@hotmail.com,https://www.facebook.com/festimaiorca/,+351 233930144,47,141,"00000089-0000-0000-0000-000000000089",false
festival-de-folclore-internacional-alto-minho,vianafestas@vianafestas.com,http://vianafestas.com/pt/eventos-e-romarias/xviii-festival-de-folclore-internacional-alto-minho,"00 351 258 809 394",47,141,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-floare-de-pe-baragan,ccp_il@yahoo.com,www.traditieialomita.ro,+40-243-231 151,48,151,"00000089-0000-0000-0000-000000000089",false
rfi-rencontres-de-folklore-internationales-de-fribourg,artistique@rfi.ch,www.rfi.ch,"",56,171,"00000089-0000-0000-0000-000000000089",false
holiday-folk-fair-international,evazquez@iiwisconsin.org,www.folkfair.org,"",62,60,"00000089-0000-0000-0000-000000000089",false
festival-of-the-children-of-mountains-nowy-sacz,sdg@mcksokol.pl,www.mcksokol.pl,+48-18-448 26 10,46,140,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-folklore-without-boundaries-ostrava,festival@fbho.cz,www.folklorbezhranic.cz,+420 604 993 513,18,144,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-in-novohrad,poliacikova@noslc.sk,http://www.noslc.sk/index_subory/mnff19.htm,+421474512703,51,57,"00000089-0000-0000-0000-000000000089",false
international-children-folklore-meetings-lublin,kaniorowcy@lublin.net.pl,https://zpit.lublin.pl/pl/festiwal/o-festiwalu/,+48-81-532 7843,46,140,"00000089-0000-0000-0000-000000000089",false
international-folklore-vistula-festival-plock,piotr@bastion.com.pl,www.vistulaff.pl,+48-24-3671920,46,140,"00000089-0000-0000-0000-000000000089",false
rassegna-internazionale-del-folklore-moles-aeterna-moliterno,folkmoliterno@gmail.com,www.cioff-italia.org,+39 0975 67553,32,90,"00000089-0000-0000-0000-000000000089",false
world-folk-review-integration,festival@awf.poznan.pl,www.festival.awf.poznan.pl,"48-61-8355434",46,140,"00000089-0000-0000-0000-000000000089",false
festival-internacional-de-folklor-de-hidalgo,folk_hidalgo@yahoo.com.mx,https://m.facebook.com/Festival-Internacional-De-Folklor-De-Hidalgo-124492611054680/,+52-775-1122774,67,117,"00000089-0000-0000-0000-000000000089",false
spectacles-du-monde-portsursane,jeanpascalmariot@gmail.com,www.festivalportsursaone.com,+33384781066,21,66,"00000089-0000-0000-0000-000000000089",false
romolo-folk-fest-santa-teresa-di-riva,romolofolk@gmail.com,www. cioff-italia.org,+39 334 281 9274,32,90,"00000089-0000-0000-0000-000000000089",false
folkfaro-folclore-internacional-cidade-de-faro,grupofaro@hotmail.com,https://www.facebook.com/grupo.folcloricodefaro/,+351 962556599,47,141,"00000089-0000-0000-0000-000000000089",false
festival-internazionale-del-folklore-incontro-di-cultura-popolare-macerata,pistacoppi@virgilio.it,www.cioff-italia.org,+39 0733 34800,32,90,"00000089-0000-0000-0000-000000000089",false
internationales-schlitzerlnder-trachtenfest,k.hohmeier-cioff@gmx.de,www.schlitzer-trachtenfest.de,"49-172-6233973",23,3,"00000089-0000-0000-0000-000000000089",false
folk-cantanhede-semana-internacional-de-folclore,cancioneirodecantanhede@gmail.com,http://www.folkcantanhede.com/,"",47,141,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-cantecele-muntilor,contact@juniisibiului.ro,www.juniisibiului.ro,+40-269-210 945,48,151,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-doina-covurluiului,folkfestival_galati@ccdj.ro,www.ccdj.ro,"0040236418400",48,151,"00000089-0000-0000-0000-000000000089",false
vru-folklore-festival,info@vorufolkloor.ee,http://www.vorufolkloor.ee/en/,+372 514 1323,20,61,"00000089-0000-0000-0000-000000000089",false
international-cioff-folklore-festival-kyparissia-sunshine,kyparissiasunshine@gmail.com,http://mesk.gr/,+30 2761024943,25,72,"00000089-0000-0000-0000-000000000089",false
festivalul-international-de-folclor-muzici-si-traditii-in-bucuresti,comunicare@creart.ro,www.creart.ro,+4 0213183804,48,151,"00000089-0000-0000-0000-000000000089",false
ii-fifat-festival-internacional-de-folclore-e-artes-tradicionais-do-centro-oeste,marco@iidac.org,https://forms.gle/1yPVsw79yjcGdVkx8,"55.62.991373898",9,26,"00000089-0000-0000-0000-000000000089",false
festidanses-du-monde,president@cigalouns-morcenx.com,www.cigalouns-morcenx.com,"",21,66,"00000089-0000-0000-0000-000000000089",false
festival-internacional-del-folklor-universitario-tamaulipas,g_carlosmocteg@hotmail.com,https://www.facebook.com/culturayarteUAT,"834 3124668",67,117,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-plaiurile-mioritei,buzaufestival@yahoo.com,www.centruldeculturasiarta.ro,"0040238710383",48,151,"00000089-0000-0000-0000-000000000089",false
butinle-in-stajareincontro-della-cultura-popolare-europea-buja,presidente@balarinsdibuje.it,www.cioff-italia.org,"",32,90,"00000089-0000-0000-0000-000000000089",false
international-23rd-april-children-festival,cioff-cyprus-northern-part@cioff.org,"",+903923712521,42,196,"00000089-0000-0000-0000-000000000089",false
international-iskele-municipality-folk-dance-festival,ozlemkadiraga@gmail.com,http:www.iskelehalkdanslari.com,+903923712521,42,196,"00000089-0000-0000-0000-000000000089",false
international-goctas-folk-dance-festival,ozlemkadiraga@gmail.com,"",+903923712521,42,196,"00000089-0000-0000-0000-000000000089",false
yilan-intern-childrens-folklore-folkgame-festival-yicfff,yicf1996@gmail.com,www.yicfff.tw,+886-3-9359176,14,195,"00000089-0000-0000-0000-000000000089",false
les-foliklores-de-segr,jo.bouvet@orange.fr,www.foliklores.fr,"",21,66,"00000089-0000-0000-0000-000000000089",false
